Freq [GHz],S12 Mag,S13 Mag,S14 Mag,S23 Mag,S24 Mag,S34 Mag,S12 Phase,S13 Phase,S14 Phase,S23 Phase,S24 Phase,S34 Phase,S11 Mag,S22 Mag,S33 Mag,S44 Mag,S11 Phase,S22 Phase,S33 Phase,S44 Phase,Size
0.12,0.47710800479042803,0.2915692536953094,0.7108994396325496,0.9294257305475093,0.6881468586110235,0.47042597290241006,0.31367850050458324,0.4122176976273776,0.641579665929372,0.34498454430861536,0.12851869498593155,0.40479018702213027,0.8942805402361285,0.8677499372458909,0.9535144058493326,0.9174321152671449,0.4578985231555377,0.5313634493801269,0.3441146296138152,0.40316587235260054,
0.121,0.4736878979848471,0.306807500018792,0.7365389656085857,0.9171786052297948,0.672999568496411,0.50244739120561,0.2599798492118746,0.4067340385451446,0.6277741976883932,0.3245115810113598,0.10663846735375004,0.39579172270771823,0.8972849116837043,0.8652623368839943,0.950059241692867,0.9149622172443374,0.45641899286185683,0.5315606654426875,0.34326676298027564,0.4015993487348333,
0.122,0.4576762327629793,0.34091471924593186,0.7696035890589927,0.878874517782652,0.650629176332824,0.5188287826346898,0.20011740076696916,0.4028658937460897,0.6138457498229192,0.30711823599942845,0.08591625293407668,0.386023088500612,0.8987802452454575,0.8647806895612498,0.9465851382310525,0.9126624097853446,0.4554225979318224,0.5321188564712258,0.34270420870888574,0.40115793559872576,
0.12300000000000003,0.4288867181864975,0.377391862882829,0.8002784114096304,0.8514062884734754,0.6290655766325233,0.532642321189259,0.1387053982658349,0.3899768285102828,0.5959642353817531,0.2942293322427938,0.0676181143006388,0.38348270460007644,0.9014338971041804,0.8633114682407564,0.9419018298467439,0.9092938463528137,0.4544136920840722,0.5334495699918524,0.342782450285958,0.40027816049781745,
0.12400000000000003,0.39568167267426024,0.41449423837110966,0.8249426642858155,0.830313548302142,0.6028339393709594,0.5528521873042636,0.07339181056531097,0.3740985085087803,0.5772694200484557,0.28249230698400185,0.05070173530823041,0.3784547198859256,0.903303129042173,0.86393614685522,0.9370128810018687,0.9074395822355334,0.4535120765432553,0.5343328649634813,0.34186268974519274,0.39985348041901986,20.0
0.12500000000000003,0.3653499233945213,0.43769089315749055,0.8447798432721105,0.8212861040254786,0.5747029359934415,0.5859426262398899,0.006562585496594053,0.355292001727452,0.5588188362471604,0.26995553224225927,0.03783459920044824,0.37150946278676766,0.9043872172082534,0.8649673359140989,0.9312849661973536,0.9049865048312657,0.45240157762544253,0.5356453522488651,0.3416276777767514,0.399539021586499,20.0
0.126,0.35112267765205796,0.4607572844099017,0.8628638810368603,0.802335143967019,0.5596361754739203,0.6145905705841634,0.9404677276382958,0.3343984685372169,0.5398664071707749,0.2557371996861675,0.02501248133627071,0.36177469137728924,0.9076391212600085,0.8654992099419718,0.9252438787093462,0.9040159350238877,0.4528873970778595,0.5357493795232153,0.34064822269845996,0.3988363911337635,20.0
0.127,0.3555432722539026,0.4770163080419374,0.878063553794183,0.7859942223062364,0.5373096385068827,0.6334845869442188,0.8676743989498545,0.31218091959737027,0.5223531579338021,0.2461237881143204,0.009214589953940033,0.34649253545864384,0.9078719583881328,0.8659924333559191,0.9192508800511076,0.9044435847525385,0.4509933301421719,0.5370838887169002,0.33974197675541085,0.39932064965772274,
0.128,0.367318162873533,0.4893709897449492,0.8915975512969256,0.7821265137491884,0.5052650253898288,0.646468681610592,0.8049039043377526,0.28895638478510716,0.5034171346387948,0.23683217705772464,0.9993340283410693,0.3314268676911777,0.9086780839836222,0.8659065580821061,0.9110104347977002,0.9025145012990167,0.44888362170943985,0.537561355767016,0.33861300195170596,0.39877793602324263,
0.129,0.3906378992610283,0.49481595545950086,0.9032492095446718,0.7885523236560652,0.47697468479590066,0.6559736852233998,0.7582347504448717,0.26239327068501983,0.48511424589055047,0.22556570753568134,0.9878242789238975,0.3164411169644666,0.9091706335758797,0.8650102649968052,0.9028131870306448,0.9026092040203076,0.4486946646175264,0.5368672911394257,0.33724271138312534,0.39855640313307394,
0.13,0.41613327623091256,0.4920654519713237,0.9143823525159755,0.796275097411643,0.453237417123145,0.6602227291824609,0.7192155630979415,0.23701785660882313,0.4660984781045276,0.21217810265441345,0.976180112177695,0.29803192264687883,0.9082420696490194,0.8636742067742266,0.8949889780079566,0.9036437896712632,0.44649217355014037,0.5362223938137161,0.33549668532223725,0.3978956353089958,
0.131,0.4416503709183601,0.48512803126433335,0.9220668990888603,0.8084584500736836,0.41547988378620526,0.6554015600835859,0.6892508818603442,0.2129662768204249,0.4474012894655473,0.19792901063236246,0.9651758254415828,0.28296193081841703,0.9071359481295564,0.8630776121465451,0.886766249337701,0.9054062170556565,0.44328780768977705,0.534750182175957,0.33321154564093797,0.3966117521431496,
0.132,0.46957472435858605,0.47211869369443926,0.9281645552715012,0.8139796771620751,0.38060992570966024,0.6473862411027193,0.6613393916999512,0.1869275720761278,0.4283890938858204,0.1821814551509519,0.9596673378903379,0.26933561846428344,0.9065005782921276,0.861380247158312,0.8783163024220567,0.907941212387144,0.4410633073199956,0.5324992606244526,0.331595422517436,0.39549447692198875,
0.13300000000000003,0.4957486739091117,0.4478942835320501,0.9334303358363567,0.8292278100931914,0.35289715323492743,0.6341791665283039,0.63265155819324,0.16027223091269927,0.4084432733518839,0.1665243814419594,0.9535244997755292,0.2569450632786412,0.9056945081441091,0.8557676932326774,0.8693559965805,0.9095686072308737,0.43878434993767435,0.5302430760127098,0.33000518774145976,0.3948331856364366,
0.13399999999999998,0.5194713866864107,0.41295782353268073,0.9348686310683838,0.8507311472778578,0.3221838409681823,0.6131683772642464,0.6052974747366013,0.13767981863186912,0.38621153356328286,0.1436049557671764,0.9492887878712089,0.24684910550606814,0.902937447510829,0.8515587376622552,0.8611325045442504,0.9116543559479209,0.43650490814106613,0.5274244119274784,0.3284107489962068,0.3933306942448608,
0.13499999999999998,0.5427931161958194,0.3761510710701961,0.9245524763692956,0.8540313134063642,0.2980598272407218,0.5918724115973115,0.5782366973079306,0.11859049052631149,0.3645953483665606,0.11920357573547696,0.9461305099947583,0.24426073937223425,0.9009926581918181,0.8457670578944345,0.8536700306663473,0.9140397072313645,0.4336380764255864,0.5248020291742259,0.32786185553012215,0.3912674272600907,
0.136,0.5665280298911629,0.34432876758835085,0.9012306028726185,0.8377564002924873,0.2750718598657311,0.5762448653637082,0.5483883907190363,0.10413619788280776,0.34464945381590817,0.09072765898036433,0.9389278748653712,0.24231058371593334,0.898995393416767,0.8402232869925086,0.84620054919682,0.9149254555756409,0.4320941578832782,0.5211598118574423,0.3287447107643888,0.38963318506228406,
0.137,0.5840033314350925,0.3102249160015673,0.8749444364966914,0.8020669295335159,0.23103089641153973,0.5597666737881652,0.5123657754423485,0.08708436441968737,0.3300913866201649,0.06564694459485154,0.9349919701595588,0.24607815732525884,0.899326371658018,0.834712879661305,0.838085347339416,0.9172368294496969,0.4296051070877227,0.5181701510207883,0.32827718215565727,0.38776208151287433,
0.138,0.5939260390130574,0.28202987685476577,0.8503313165966249,0.7731461872263032,0.19862031168666516,0.552504272106839,0.4770173894421188,0.07354592399689108,0.3154556759172785,0.041069108586978875,0.9482615312493194,0.24918888373829456,0.8977438664043244,0.8289183063839357,0.8293559766005055,0.9177008971369423,0.4278305653666391,0.5153571873937743,0.32946410276838123,0.38540458289133483,
0.139,0.5964477055861925,0.24707112681215926,0.8203911577309089,0.7429389950457073,0.21147922812475395,0.539975443330895,0.4421383403424157,0.059538733530587695,0.3033381224194505,0.010498179745294378,0.9550211094031011,0.254075813737807,0.8962204177132513,0.8253994357324749,0.8237916106075248,0.9185930581995032,0.42638629213994184,0.5118811633243241,0.33268245742925107,0.38283672541732006,
0.14,0.5962966477267128,0.21747523084951426,0.7871863597133677,0.667135003212846,0.23192355324115277,0.5331996975376176,0.41260768150153043,0.046193716116581185,0.2995617705996675,0.9805935424235093,0.9508929608620527,0.2627280203919057,0.8952770926987603,0.8205876542443313,0.8244631042699144,0.9180264597526727,0.4249782710515402,0.5089587798557457,0.3366839312273598,0.3810783354594746,
0.14100000000000001,0.5928301670616533,0.19812477225680492,0.7783645185985897,0.5712208186836558,0.2468583961952544,0.5376882942952077,0.3842096012075565,0.036061804121701235,0.29551208453358907,0.9548920895716679,0.9389442780628752,0.2757333063145278,0.8953398015885591,0.8183205383930345,0.827377955784453,0.9180608044551908,0.42356477435438944,0.5058204030608453,0.3398786621715416,0.3779646918285358,
0.14200000000000002,0.5886532461170981,0.19180619371751728,0.7650152227358755,0.48838212141162574,0.2479815996164012,0.5593334580153146,0.35696909144063094,0.019336753649709715,0.29068969651131293,0.9323657723725224,0.9205595158021689,0.28433564171244696,0.893342020188715,0.8172249934170107,0.8337195368336792,0.9185137585776494,0.42272143696350684,0.5039058341874133,0.3433733776544101,0.37657508445142623,
0.143,0.5813067000693677,0.1640620969153328,0.7572325752568003,0.39119326430956214,0.22119683563010706,0.577917201820817,0.33273799432430096,0.9960835310864619,0.2874075971572478,0.9026616322281564,0.9037859128573615,0.28468185158216264,0.893846871761895,0.8169499514492302,0.8407764009573957,0.9180410763912702,0.42220445723275835,0.5023354044161199,0.3458255531033232,0.37439208150259434,
0.144,0.5719827354930325,0.13781892416359143,0.7581650266404649,0.2634170225581358,0.19722100714825697,0.5884534510175354,0.30889874970582476,0.9730010315762267,0.2839225984831584,0.875052290399044,0.88890531151144,0.28602063086146934,0.894623609818594,0.8202674847643887,0.848656053282695,0.916613710890186,0.4229843583918339,0.4993367804059677,0.3473021343898857,0.37171587235850106,
0.14500000000000002,0.5610723424303923,0.08124484682424926,0.756174697502833,0.12297286013728437,0.16063522084474124,0.6030740012679248,0.2890320966746609,0.9448870203273517,0.2803685658716438,0.851099560417083,0.8778632265149997,0.28986076181516657,0.8972314418140632,0.8232195008681122,0.8579044884385991,0.9173843462417121,0.42236712827609996,0.49765557273391153,0.34841971079204637,0.36929893476382836,
0.17200000000000004,0.4722074999286878,0.2320964213944241,0.8693916166727396,0.6532752296829569,0.02403626296790984,0.7900225702323025,0.790421664586914,0.8685943702799146,0.01715963367899148,0.1610096280981903,0.1931023245396145,0.13946772471654323,0.8709608565027646,0.8496065273782553,0.9233448707972317,0.88742387205474,0.3650978814217781,0.4408447639305298,0.2846483971865832,0.3088652358686497,
0.17300000000000004,0.4832322201490553,0.25203130001465723,0.884089630506137,0.7020125026077657,0.1425807664181744,0.7960511812608263,0.7646430474077901,0.8442183573336052,0.0065330671602205626,0.14409316074790213,0.18067735120467399,0.1283989285103051,0.8685503820807352,0.848035936458445,0.9191184788089023,0.8841460634013065,0.36259371260526785,0.43778902618232324,0.2827964245745874,0.3067011978054379,
