Freq [GHz],S12 Mag,S13 Mag,S14 Mag,S23 Mag,S24 Mag,S34 Mag,S12 Phase,S13 Phase,S14 Phase,S23 Phase,S24 Phase,S34 Phase,S11 Mag,S22 Mag,S33 Mag,S44 Mag,S11 Phase,S22 Phase,S33 Phase,S44 Phase,,Size
3.1216,-13.6766523,-16.41046998,-27.22835332,-32.43705695,-21.75814296,-22.89047539,40.58812399,32.06733046,109.6195041,-77.24123758,147.9105706,143.3986008,-16.03613216,-11.15436916,-10.78640831,-15.3942698,74.33291163,50.42515111,39.97758292,73.09830688,,0
3.1274,-13.44440397,-16.37534181,-27.17514919,-32.26996086,-21.72362044,-22.84522937,39.21566999,30.71389089,107.4573418,-85.40249812,144.1774185,140.5567992,-15.66508281,-11.09736351,-11.00154099,-14.98654053,74.163139,47.83250501,38.15588139,71.43104031,,0
3.1332,-12.99452504,-16.40671107,-27.21647331,-32.61126291,-21.76881728,-22.82109796,38.6202632,29.15088147,105.5998843,-91.49904432,140.040557,137.1273348,-15.19128836,-10.85711553,-11.04996681,-14.57017504,75.16309849,45.22560986,35.59374147,70.86354725,,0
3.139,-12.81694659,-16.39704329,-27.22471378,-32.94450567,-21.90440469,-22.86196065,38.39153245,27.63046625,103.1959697,-96.99113054,136.0354551,133.4380154,-14.77632935,-10.4871982,-11.08734471,-14.17074228,76.84860328,43.42848612,32.55604053,71.80020705,,0
3.1448,-12.4236904,-16.41657443,-27.35066047,-33.42487314,-22.04411406,-22.990213,37.88225664,25.15628379,100.3481211,-99.99689676,131.9891822,129.7117509,-14.24685136,-10.14113037,-11.1510528,-13.59388463,76.39832932,42.47678922,30.12865147,71.20154137,,0
3.1506,-12.19052891,-16.53905587,-27.35414951,-34.39773641,-22.41493531,-23.32753365,39.0337666,23.29451725,98.69457631,-102.9766455,128.807567,127.5074712,-14.0297071,-9.735484461,-10.86696418,-13.37506332,78.28360499,40.80839399,29.55825293,72.4999701,,0
3.1564,-12.17060142,-16.74777294,-27.34489408,-34.68635201,-22.77607963,-23.49517234,37.22338193,21.67662978,95.82070942,-98.81175567,126.1984151,125.0396048,-13.96112586,-9.503685074,-10.73116871,-13.14268618,79.00960456,41.18760887,27.40944141,73.22992146,,0
3.1622,-11.9425637,-16.95472231,-27.35919623,-34.8509869,-23.15311708,-23.79458117,37.98010551,20.31695571,92.88322711,-99.74968893,124.0366983,122.4398959,-13.93919985,-9.224061483,-10.43242332,-13.02147753,79.87718235,41.49052285,27.5546619,73.86828059,,0
3.168,-11.65420626,-17.13036923,-27.56102764,-35.4812162,-23.53538166,-24.13389737,37.15721697,19.45389598,90.40419921,-97.94918596,123.6858285,121.7554101,-14.13706542,-8.976370502,-10.1008302,-13.03968846,81.66509487,41.96667602,27.29455536,75.54649324,,0
3.1738,-11.53161094,-17.271163,-27.74905342,-35.74683488,-23.62738949,-24.17649698,34.62700525,19.45447487,87.11555421,-92.6800596,123.8030993,121.7851924,-14.09075554,-8.818764947,-9.809352194,-12.92687215,81.75716537,43.7515957,28.99143082,75.58886706,,0
3.1796,-11.46292832,-17.31471373,-28.13304979,-35.40742168,-23.69847593,-24.21508327,33.50640506,19.11242755,85.17125118,-88.14855546,123.0269636,121.180749,-14.1046012,-8.698348533,-9.528654173,-12.91343203,82.41696088,44.90503651,30.53371857,76.8663048,,0
3.1854,-11.35729274,-17.27271467,-28.2891055,-35.09206967,-23.62544433,-24.08859178,32.11340318,18.54177068,84.37216201,-83.09623756,122.1088895,119.4689276,-14.22464983,-8.661780761,-9.37299553,-12.96334648,81.4162205,47.27138667,32.16404206,75.64285608,,0
3.1912,-11.20676701,-17.22871933,-28.17671079,-33.99670963,-23.60693117,-24.13286376,31.24653753,17.34477764,83.04496544,-79.94419863,119.3103598,117.3639731,-14.35461014,-8.482788995,-9.141969165,-13.17512144,80.87694034,48.11454724,34.47215717,75.58005389,,0
3.197,-11.00531775,-17.27075367,-28.1151669,-32.72854206,-23.69227868,-24.11209306,29.91225087,15.81382029,80.55260585,-82.17129032,117.1633445,114.9400947,-14.37395934,-8.587167531,-9.113669263,-13.13535671,80.04350443,49.6712323,36.64600304,74.31780782,,0
3.2028,-10.82000557,-17.3576579,-28.18022348,-32.28121556,-23.89878741,-24.29631838,28.17802011,15.12209211,76.8857244,-86.45279517,116.345074,114.1663872,-14.18845843,-8.628092468,-9.082874094,-13.19968363,77.75885689,50.95025477,39.12507271,72.75416114,,0
3.2086,-10.62648493,-17.26963297,-28.31008606,-31.91406816,-23.91478331,-24.34275084,28.1513525,13.81194807,72.80920275,-89.31606898,115.2449241,113.0738575,-14.01085592,-8.948877428,-9.337285074,-13.16495363,74.68653727,51.50666695,40.75528279,69.60548671,,0
3.2144,-10.3677505,-17.35914513,-28.42713062,-31.71661455,-23.97336582,-24.23166503,27.76605915,12.45465119,68.75528671,-90.49455713,113.8823448,111.8736219,-13.84137747,-9.243442143,-9.628426811,-13.14035349,72.63153828,52.73020246,43.01153317,66.99148765,,0
3.2202,-10.14938545,-17.44744779,-28.98430256,-30.99720336,-24.11053635,-24.2405108,27.52376361,11.15275617,64.0699297,-93.18963879,111.717808,109.551615,-13.66385415,-9.573344743,-10.04884175,-13.10374191,70.53410896,54.12153344,45.3310601,64.45688243,,0
3.226,-9.94592441,-17.48983566,-29.53004978,-30.81177731,-24.22202953,-24.26079355,27.58137592,10.04256221,63.58541113,-98.39695575,110.6435177,108.4269923,-13.22204369,-9.880680503,-10.52991239,-12.94550032,69.14759081,54.09425502,46.2151284,61.47827952,,0
3.2318,-9.675746688,-17.53619404,-30.01193486,-30.84209497,-24.24521578,-24.18738206,27.49756818,9.046016441,58.8669827,-100.7877737,110.708207,107.384148,-12.9313287,-10.14470758,-11.10918003,-12.77362603,67.37136849,54.21875672,46.93657305,58.52873602,,0
3.2376,-9.580482632,-17.48447257,-30.86339187,-30.87863289,-24.20461724,-24.2469424,28.47351649,7.474569032,57.64078185,-104.1512377,109.8510506,104.6226612,-12.50353667,-10.54197824,-11.71092465,-12.54798035,67.21706548,52.57656924,45.38822203,57.58890009,,0
3.2434,-9.381194244,-17.6084177,-31.14879697,-30.99267239,-24.14598327,-24.2129501,29.63111548,5.359481629,58.44469323,-106.6553607,108.0536684,102.2954236,-12.07515126,-10.88006678,-12.62157041,-12.34030916,66.63025019,52.80002188,43.76521614,56.58668256,,0
3.2492,-9.115253436,-17.68744354,-31.56118106,-31.22292118,-24.13281413,-24.35015041,30.59849054,4.273918904,56.09620036,-108.3414887,106.5274118,100.4476781,-11.68734154,-11.13797511,-13.27737213,-11.92802528,65.60210828,51.92290115,40.02463829,55.30661667,,0
3.255,-9.031226611,-17.77542772,-32.17632976,-31.67444118,-24.07695354,-24.42572034,31.72661637,2.660264851,56.50455589,-106.9505408,104.264887,98.28740713,-11.46966382,-11.21591812,-14.04048438,-11.79879549,65.18160397,50.03047306,32.24540522,54.83298166,,0
3.2608,-8.85563094,-17.91689638,-32.21961619,-31.39948259,-24.16164275,-24.5808007,32.17391401,1.408626201,56.48600025,-105.3070905,102.1356258,96.25848699,-11.27421583,-11.51407465,-14.61018751,-11.6552034,64.71852478,48.59389891,23.48678858,54.40490133,,0
3.2666,-8.866317169,-18.15043273,-32.9628877,-31.17204157,-24.35645744,-24.87659906,33.19586867,-0.606086968,53.47609109,-105.8086346,100.5968057,95.1589574,-11.40447234,-11.29851954,-14.58413836,-11.74767223,65.68249145,48.13350901,15.4827723,55.74950481,,0
3.2724,-8.815786488,-18.34062279,-33.29509031,-31.08960935,-24.40794431,-24.8628103,34.64247401,-1.797136907,55.91042009,-106.6165974,100.1778019,94.57718326,-11.40560553,-11.39074964,-14.09763718,-11.78342114,66.64107133,46.14604345,5.477633961,56.68057718,,0
3.2782,-8.840723109,-18.51268991,-33.45629491,-31.12784294,-24.49352111,-25.0888182,34.21609524,-1.790877765,54.28769187,-106.5544822,98.59065165,92.38479027,-11.30338245,-11.32448937,-13.38128535,-11.60467075,67.80562305,45.11485307,-2.190296302,58.946871,,0
3.284,-8.911928407,-18.69460283,-33.85228539,-30.89195898,-24.5155277,-25.19536999,34.79530858,-2.947135895,54.25098161,-104.7308083,98.20270143,92.27235002,-11.43746425,-11.12380416,-12.50387283,-11.89667395,67.89255952,42.92831983,-7.832103685,58.43305467,,0
3.2898,-8.896652286,-18.9178122,-34.12648274,-30.31862469,-24.46435854,-25.24618679,34.62163121,-2.555650878,52.57991438,-104.2094606,98.55267887,92.69815076,-11.42392331,-10.99705838,-11.42959852,-11.86003129,68.0023083,41.91344838,-9.767772351,60.69707823,,0
3.2956,-8.948973006,-19.00629042,-34.65934477,-29.92290032,-24.31647984,-25.2537494,33.5508651,-2.870911857,50.38177974,-105.1222042,97.49064622,92.00157604,-11.63874424,-10.95676564,-10.69149626,-12.05837602,66.90427823,41.29811561,-10.45406897,62.09926812,,0
3.3014,-8.898228858,-19.0201132,-35.43256157,-29.44190631,-24.1195516,-25.08392841,32.6466905,-2.847601445,49.34924058,-105.6534007,96.80492735,92.11834925,-11.75628986,-10.865486,-9.820013224,-12.18671936,66.30631454,39.89182324,-10.32434699,62.37203551,,0
3.3072,-8.939519173,-19.11482593,-36.39177211,-28.78544604,-23.85492387,-24.81469064,31.92553613,-2.934110601,48.76942186,-107.517319,96.35162872,91.37886222,-11.94419855,-10.66843211,-9.221622063,-12.47934344,64.18512786,39.08100118,-8.704242044,61.62212956,,0
3.313,-8.891241347,-19.11495981,-37.40553706,-28.17479384,-23.35346517,-24.47169716,30.99563262,-3.13847439,54.33819533,-110.5627557,93.75492266,89.6721185,-11.90778959,-10.65212942,-8.626124415,-12.5084566,62.85155739,38.36766312,-7.25490723,61.24399514,,0
3.3188,-8.836874399,-19.05487954,-37.48430877,-27.74814146,-23.08266188,-24.2366473,29.8103037,-2.55217997,56.18289796,-115.9122946,90.28643991,86.48461418,-11.92919676,-10.56690454,-8.157070509,-12.63661355,61.02055616,38.21415589,-5.015967831,60.94280939,,0
3.3246,-8.747223583,-18.92677393,-38.6853537,-27.72821251,-23.08183093,-24.29562154,29.18970095,-4.245371339,56.92843046,-120.2465987,86.79691576,83.59488019,-11.86914285,-10.58617332,-7.880865599,-12.72030149,58.86663806,36.07625388,-3.552834746,60.21879528,,0
3.3304,-8.629984915,-19.01829354,-39.10174909,-27.79252029,-22.96206077,-24.18147523,28.22127436,-4.856707908,67.94739974,-123.1309195,84.46085527,82.20216712,-11.67626434,-10.5753199,-7.647921475,-12.6091648,57.28834647,35.0065411,-0.870175974,59.22331847,,0
3.3362,-8.498823795,-18.91954657,-39.19515172,-27.68174744,-22.83332819,-24.09675727,27.17166367,-4.699812635,74.93101433,-125.5526476,80.67729823,78.83472908,-11.54003868,-10.49771043,-7.509553717,-12.60750508,55.07007839,33.76519988,1.606033499,57.16926096,,0
3.342,-8.393549062,-18.81241334,-38.79077177,-27.6138929,-22.95295066,-24.21174139,27.19781304,-5.959590177,83.53582376,-129.6689759,77.20156486,76.44444107,-11.31122457,-10.39564275,-7.428631765,-12.42729744,54.24591915,31.92246468,3.753491008,56.69282956,,0
3.3478,-8.2053165,-18.69844601,-37.5807042,-27.70025995,-23.0029903,-24.27466336,26.60706655,-6.862285126,88.39797608,-131.9594637,74.93919287,75.146167,-11.19324553,-10.30251143,-7.423769892,-12.2100746,52.47868998,31.8324504,6.678634817,54.63159027,,0
3.3536,-8.031895441,-18.64944211,-37.21912407,-27.81164263,-23.03618516,-24.25416129,27.49389284,-9.278181567,89.33003493,-134.8991153,71.8359104,72.62574556,-10.9406687,-9.956302334,-7.463262495,-11.88875581,53.0080115,30.58890643,8.608808671,55.20695529,,0
3.3594,-7.957525803,-18.62269724,-36.108325,-28.09684757,-23.11395704,-24.21804539,27.63601668,-10.80730959,91.50022806,-137.2919221,69.04921139,70.57579513,-10.820535,-9.861902064,-7.600381473,-11.54866404,53.40649566,29.92906801,10.13611026,55.65951082,,0
3.3652,-7.742160661,-18.56474964,-35.82046034,-28.25669667,-23.09561618,-24.1609472,28.5304506,-12.10157963,91.04456928,-137.8039048,66.89066453,68.32063504,-10.57563865,-9.612517467,-7.732286482,-11.04533407,53.77355624,29.77780405,11.23994935,55.24285211,,0
3.371,-7.666307232,-18.71249469,-34.6574105,-28.37871058,-23.19623382,-24.22100231,29.39358194,-15.27452901,89.08085615,-138.4509364,63.29627801,65.19255902,-10.52078693,-9.414504381,-7.879805582,-10.7961284,55.9534568,30.00104676,12.36787735,56.61335156,,0
3.3768,-7.488349207,-18.82030448,-33.99835046,-28.27680747,-23.27480302,-24.31742014,29.93904974,-16.99347607,86.65583938,-137.3880932,61.11468154,62.60095836,-10.25488484,-9.257644153,-8.086431993,-10.242405,56.3537189,30.46101327,13.14158834,57.27037525,,0
3.3826,-7.530166136,-18.93972955,-33.78433336,-28.23795616,-23.36703444,-24.4722363,30.93807092,-18.51520118,81.4865721,-138.9496624,57.52192929,59.65939276,-10.22016311,-8.968362143,-8.282460312,-10.08483631,58.35974121,31.21353228,14.23422793,58.52251127,,0
3.3884,-7.580017933,-19.09521552,-33.37809409,-28.34141058,-23.62230263,-24.70686292,30.64955349,-20.72793254,78.32025921,-138.4366993,54.77046444,57.4703548,-10.40258226,-8.863697235,-8.499479561,-10.0297718,59.14870913,33.48281226,13.548563,59.08033005,,0
3.3942,-7.562340666,-19.39803451,-33.65505697,-28.12838905,-23.79960291,-24.88645378,31.64019739,-22.02840986,73.87594673,-137.4526403,52.65994005,55.52921702,-10.34756525,-8.745913461,-8.753698557,-9.906346068,60.54069741,35.16952381,13.81348761,60.10062044,,0
3.4,-7.575594236,-19.60327251,-33.76452451,-27.75897377,-24.01685376,-25.21941042,31.45069079,-23.50986745,73.66525694,-138.8171091,49.95794807,53.61507517,-10.40315196,-8.680129392,-8.956444597,-9.736114462,60.93518948,35.9439992,12.39143166,61.59113711,,0
3.4058,-7.632394202,-19.86983772,-33.5538493,-27.62525977,-24.05399803,-25.28837467,31.77183922,-23.0923204,69.81027052,-139.634994,49.11846761,53.82995967,-10.44249365,-8.709789607,-9.11995529,-9.639865177,61.28374063,36.9751643,10.48167225,61.87219534,,0
3.4116,-7.773064582,-20.03825228,-33.69873472,-27.39796038,-24.06195502,-25.30413043,31.05973447,-24.46597436,66.00411012,-140.5685159,45.27694808,51.96621764,-10.63434593,-8.731969188,-9.414370226,-9.73695301,61.73934235,38.40257573,9.863613642,61.51922939,,0
3.4174,-7.82860783,-20.17028397,-34.21491149,-27.06277035,-24.26995516,-25.34674358,30.80716169,-24.65286205,62.84134297,-141.5753614,42.9864569,50.32777687,-10.64916154,-8.886955464,-9.53641236,-9.74642166,60.53465999,39.60434154,8.327639603,60.49327116,,0
3.4232,-7.887035613,-20.25814128,-34.62449626,-26.87860796,-24.30560668,-25.36047635,30.08808322,-24.192027,65.03088187,-143.332461,41.17328189,50.03542274,-10.71083178,-8.978299164,-9.683033826,-9.809236636,59.62953895,39.72387235,6.639627169,61.19657112,,0
3.429,-7.935779497,-20.29244286,-34.35597527,-26.62624427,-24.40162047,-25.29758081,29.83819722,-24.8692242,64.74064168,-145.02346,37.7738274,47.07765266,-10.68759181,-9.246464882,-9.792355155,-9.785943057,58.68826798,39.39283266,4.626840557,59.63620128,,0
3.4348,-8.000907444,-20.28882703,-34.61673749,-26.21118055,-24.48570785,-25.3918314,28.4351802,-25.79491175,62.95715098,-146.6035554,33.99514489,44.98324673,-10.6785499,-9.505897617,-9.940198543,-9.903573892,56.41382598,38.97156828,2.864836193,58.38362304,,0
3.4406,-7.949655885,-20.40815126,-34.58133722,-25.86977606,-24.75853001,-25.53166865,27.88322902,-26.99537381,62.73821973,-150.1292741,30.38893308,42.67339217,-10.45813705,-9.857666257,-10.07617405,-9.863467946,55.05174712,37.16410782,0.665002074,56.85446621,,0
3.4464,-7.920010695,-20.46342482,-34.79667069,-25.68486199,-25.09335838,-25.64386525,26.90316535,-27.97346953,60.34508389,-154.8709808,26.99445624,40.92281695,-10.22424667,-10.14303844,-10.1284805,-9.718531147,53.43795853,35.49519281,-1.076803801,54.86076601,,0
3.4522,-7.93104536,-20.45055557,-35.05073993,-25.76685803,-25.56690351,-25.78126365,25.74915411,-28.49012656,61.45145741,-158.7089903,24.54107936,38.9957898,-10.02370206,-10.34652151,-10.11080306,-9.664603872,51.06020588,33.04124414,-2.698262516,52.09059661,,0
3.458,-7.843959533,-20.48861857,-35.19535695,-25.80458631,-25.85925589,-25.98260889,25.5662712,-30.49252638,61.48510757,-160.946833,22.01390977,37.88841275,-9.783855944,-10.41755326,-10.21622253,-9.522658796,50.2949935,29.60839302,-4.72696217,50.49388112,,0
3.4638,-7.756017664,-20.66576082,-35.08116281,-25.74263126,-26.4574043,-26.15951359,24.41991386,-31.53765486,62.14083091,-163.8840793,19.28010019,36.43030646,-9.522147235,-10.41328016,-10.21402645,-9.337815547,48.98233773,26.92417605,-6.30199713,48.2833898,,0
3.4696,-7.663151447,-20.77741275,-35.25163973,-25.77031384,-26.92136653,-26.27241839,24.95765029,-33.08464725,63.82115616,-167.8810828,17.62931747,35.37829013,-9.247997337,-10.09811761,-10.18258761,-9.139315047,49.39110595,23.27369546,-8.194697134,47.81435932,,0
3.4754,-7.612008244,-21.00875792,-34.91033373,-25.99816498,-27.46650655,-26.42270209,24.43886491,-35.23347828,64.81483633,-170.3930409,16.81571822,34.83370511,-9.068139924,-9.77917859,-9.986173822,-8.975718902,49.39775491,20.58242564,-9.780764691,47.07991726,,0
3.4812,-7.497402599,-21.25119393,-34.58205988,-26.19408849,-27.90014476,-26.3992679,23.8651447,-36.05429617,63.03518841,-172.3264419,15.67860969,33.94676141,-8.769440781,-9.40765829,-9.952641205,-8.784371413,50.27358095,17.41227849,-12.65766458,46.96900553,,0
3.487,-7.383616001,-21.48605982,-34.44456276,-26.19143188,-28.46254044,-26.39550654,24.49684009,-37.63588766,61.78426896,-175.5630593,12.32855212,31.10457398,-8.527088058,-8.910812319,-9.759020214,-8.626899288,51.23135073,16.56404065,-13.10362366,47.41497946,,0
3.4928,-7.36092592,-21.79051161,-33.9505446,-26.28051118,-29.15166392,-26.45724486,23.29436965,-37.81577877,58.65387965,-176.5557712,13.85346874,31.12128594,-8.236975376,-8.42626924,-9.67717036,-8.359016268,51.71977857,16.45668294,-14.38081513,47.54272374,,0
3.4986,-7.376726342,-22.20125948,-34.29721194,-26.35186103,-29.6380896,-26.44852663,23.06098438,-38.91355111,54.04353351,-178.5960472,12.36328455,29.32756783,-8.320736304,-7.864268498,-9.567377456,-8.293205289,51.93852214,16.66257968,-14.63620111,48.25973409,,0
3.5044,-7.358395606,-22.50084121,-34.60912549,-26.37699866,-30.32011072,-26.44332667,21.28319533,-38.54826974,52.82256694,179.9751069,14.06006338,27.12476082,-8.268556295,-7.475084492,-9.479106567,-8.186804304,52.38040045,17.08339568,-16.12365242,49.04833605,,0
3.5102,-7.342201132,-22.75364364,-34.71707122,-26.33060289,-30.7627403,-26.5766801,21.90849996,-38.5392617,53.07576366,178.8768776,15.84880127,25.17767831,-8.238850662,-7.039507362,-9.423340864,-8.115280563,53.22932594,18.72169441,-15.15414769,50.94469988,,0
3.516,-7.276384238,-23.03981627,-35.12623841,-26.3554081,-31.22732995,-26.7586883,20.98924129,-37.40033179,49.08625251,176.1128063,17.32027852,23.67093996,-8.13713014,-6.7381733,-9.48717721,-8.053102825,52.9034429,21.02964472,-15.4871659,49.96806782,,0
3.5218,-7.219053632,-23.40722879,-35.15747709,-26.51077085,-31.59588505,-26.88644544,19.74849578,-35.71804622,50.96347446,175.5865396,19.74385341,22.42103354,-8.389993846,-6.552986176,-9.586306076,-8.214719824,51.55028977,24.07199538,-14.19717836,50.84965691,,0
3.5276,-7.117827134,-23.54690932,-35.28038318,-26.45889497,-31.94196847,-27.09352787,18.74289558,-34.26801099,49.84053113,173.8764708,22.47957222,21.0920001,-8.63676034,-6.342176617,-9.729076996,-8.436298541,50.35568047,25.70955683,-14.98891244,50.87237745,,0
3.5334,-7.019749795,-23.55743179,-35.55247159,-26.4021753,-32.05479619,-27.12670207,18.09888328,-32.19594836,50.00154751,172.6087395,26.94041983,21.67499051,-8.880983241,-6.312455619,-9.96489407,-8.663265994,48.97396017,28.8193907,-13.76219764,48.69153484,,0
3.5392,-6.832403143,-23.47351051,-35.66073835,-26.38996055,-32.03374569,-27.02886679,17.07010345,-29.33577649,51.8059776,170.1798078,29.43726237,20.00705949,-8.914890813,-6.308983896,-10.20330915,-8.774837662,48.32064262,31.08792343,-14.05533132,50.10085176,,0
3.545,-6.635028138,-23.20092593,-35.43586813,-26.51895038,-31.82079476,-27.02033158,16.73835203,-28.29132113,54.30991599,168.1748169,33.47443102,19.02843497,-8.908018728,-6.430408938,-10.62344339,-8.847823192,45.84274462,32.8171322,-14.86732879,49.16212132,,0
3.5508,-6.453862691,-22.91252934,-35.45761911,-26.41840031,-31.46885967,-27.02950056,16.10511661,-28.01223141,55.91134033,165.8749947,36.36002164,16.80805829,-9.040296111,-6.649420295,-11.10842105,-9.072079416,44.63900692,34.34210961,-15.85256836,48.41611732,,0
3.5566,-6.228998432,-22.66757072,-34.69133749,-26.45686775,-30.78416436,-26.8786703,16.71303516,-28.71075922,54.15355169,162.9677974,37.77471023,15.37216027,-8.939967445,-6.962819036,-11.63034102,-9.015890909,43.16556118,35.50684836,-17.62017684,47.01874933,,0
3.5624,-5.987144352,-22.41400839,-34.89922824,-26.63256783,-30.38903601,-26.90512231,17.39903434,-29.78008756,50.7619975,159.8001637,37.90464942,12.47349703,-8.777343696,-7.29950212,-12.22395487,-8.922493238,41.19809629,35.35027168,-20.77049688,45.07240906,,0
3.5682,-5.763788788,-22.25559775,-34.69016217,-26.81229372,-29.94133458,-27.00917782,18.36133654,-31.33668458,52.34865212,157.6344668,37.46003165,9.861496334,-8.649660319,-7.726243068,-12.82546691,-8.928023173,39.4536167,35.17598171,-24.84427589,43.21927939,,0
3.574,-5.563171559,-22.23673055,-34.31893133,-26.97401207,-29.66081904,-27.06414944,19.52037767,-33.15792931,49.25223111,155.0227899,36.34712498,7.173699781,-8.537698196,-8.202770653,-13.21571279,-8.876538783,38.42957769,33.24587034,-31.09872975,41.66490895,,0
3.5798,-5.407565705,-22.27687669,-34.844861,-27.30497212,-29.39540752,-27.26072398,20.5604841,-34.80976877,46.27345453,153.3408494,35.19402709,5.023910743,-8.315768127,-8.64339683,-13.43497607,-8.726110197,37.5341612,31.07332822,-38.10814516,39.78835741,,0
3.5856,-5.230998212,-22.45378604,-35.0302956,-27.78747334,-29.11839564,-27.63350917,23.37916095,-35.89571622,45.68482157,151.8904819,34.82762921,2.902403948,-8.154848252,-8.920175045,-13.36990345,-8.49909657,38.34182068,26.95632959,-43.1601757,39.91746183,,0
3.5914,-5.114306247,-22.58937522,-35.07598254,-28.0333407,-28.8012472,-27.78661576,25.23525258,-37.03959684,46.80620234,151.7601526,32.53614177,1.812180205,-7.967149553,-9.278214495,-13.06823196,-8.339504455,38.38410232,21.59577276,-51.93612704,39.12640187,,0
3.5972,-5.062689036,-22.74717165,-34.84363333,-28.27880825,-28.50157994,-27.99255174,27.43382635,-36.73546959,45.64295324,151.8728285,31.60894346,1.046488595,-7.839824797,-9.516917159,-12.53888925,-8.04537046,38.86465205,14.87600972,-57.03416052,39.58037289,,0
3.603,-5.077366054,-22.81767936,-35.30489786,-28.5234935,-28.28370871,-28.0606657,29.43238543,-36.54457233,43.67895947,152.0966704,28.73587427,-0.772799009,-7.775221997,-9.251901669,-11.92225423,-7.943548489,39.92947999,9.14390407,-62.99896826,39.79332218,,0
3.6088,-4.987516926,-22.77914596,-35.51557887,-28.49461342,-28.15620147,-28.36901178,31.77141157,-36.32836052,45.24589364,152.8973105,27.09494351,-2.360075258,-7.631936167,-9.051835953,-11.22964016,-7.702221122,40.33892362,4.77084393,-65.25656187,40.21199229,,0
3.6146,-5.211406423,-22.68030248,-35.16554494,-28.52940767,-27.96313304,-28.49235936,33.75202813,-37.07655748,46.38439991,153.099268,25.30608503,-2.11558217,-7.720302667,-8.704522269,-10.78118489,-7.818644425,41.8492363,0.550087764,-67.16879848,40.53950569,,0
3.6204,-5.446012889,-22.74349557,-35.09010629,-28.42710382,-27.86998149,-28.54693042,34.4581368,-38.61498014,45.30390299,153.0999128,23.13941701,-2.265295097,-7.895490107,-8.208816448,-10.0845521,-7.789248313,41.22761638,-1.567286635,-67.92665059,41.63749401,,0
3.6262,-5.642507567,-22.84589016,-35.13387195,-28.43957094,-27.71959669,-28.62324659,36.04463375,-38.37183476,46.52563316,152.3724397,21.7884004,-2.422226156,-7.91865217,-7.70348905,-9.539611443,-7.782592386,43.41027378,-4.140021475,-67.98887261,43.62282771,,0
3.632,-5.9444542,-22.92367592,-34.80035965,-28.42813156,-27.42043164,-28.48809256,35.875627,-39.36346001,42.09518432,152.692938,19.502011,-4.054052484,-8.093935535,-7.358429184,-9.345454512,-7.826908339,42.23439353,-4.170342313,-68.10048973,44.01107684,,0
3.6378,-6.18576941,-22.86929284,-35.02942623,-28.28228734,-27.48936428,-28.69149449,36.2623479,-38.54805229,41.64562357,153.1205351,17.30815422,-3.616427559,-8.166431283,-6.950362196,-9.10410889,-7.850318224,42.37286093,-3.173152307,-66.17418186,44.58730945,,0
3.6436,-6.563957755,-22.96581036,-35.28578546,-28.08346075,-27.3434323,-28.67179795,35.89875112,-39.65045623,41.98868759,152.6449862,15.51064841,-4.710985918,-8.388826229,-6.61603678,-8.965867084,-8.045971424,42.13493242,-1.627588265,-65.27399676,44.76967559,,0
3.6494,-6.902413838,-22.97295965,-35.71330173,-27.86491459,-27.10776565,-28.57860293,33.20369797,-38.77102406,41.31261153,151.4154145,13.12796845,-6.583441588,-8.539116006,-6.370462846,-8.960828707,-8.214915969,40.54301568,0.010349163,-63.51909326,44.32551834,,0
3.6552,-7.229128649,-22.9343437,-35.59236992,-27.68020208,-27.0313861,-28.72178707,30.89247867,-38.53741,45.10223655,150.61549,11.45750714,-6.597253381,-8.731521016,-6.220210255,-9.195029119,-8.339942678,40.1011636,2.88267959,-61.29303035,43.63900905,,0
3.661,-7.4918815,-22.93372287,-35.87966496,-27.46430873,-26.83936731,-28.55968828,27.87216597,-38.41842649,46.50892701,148.3637064,8.941483856,-7.266344256,-8.833364857,-6.120159405,-9.482694805,-8.615521407,38.19212247,4.72241985,-60.05826007,44.10822937,,0
3.6668,-7.695704064,-22.75191606,-36.09573172,-27.29841012,-26.59113926,-28.42549373,23.58710956,-37.77622151,51.92379601,145.4734136,6.018069902,-8.313553656,-8.944841414,-6.082385464,-9.94352866,-8.75326874,36.91267274,7.858704846,-58.57455196,42.72659764,,0
3.6726,-7.689925542,-22.49682178,-35.08279068,-27.34428216,-26.51010662,-28.53368762,19.57949663,-38.77641901,54.83986388,142.8286825,2.51712902,-10.80625735,-8.860794559,-6.102144447,-10.36294902,-8.802218633,35.16109378,10.02458318,-57.89891046,41.55075066,,0
3.6784,-7.561933688,-22.2696555,-34.75618034,-27.38851992,-26.54982299,-28.52837993,15.87319253,-39.83623549,54.89221822,140.6853875,-0.455596654,-11.53433149,-8.757490404,-6.1575053,-11.0151944,-8.796135033,34.38014413,13.02030773,-57.75706683,40.32292684,,0
3.6842,-7.32097245,-22.09604115,-33.97776353,-27.34286584,-26.43007229,-28.41945119,12.23461384,-41.14117792,54.65267872,138.6777906,-3.216327545,-12.82374038,-8.593877765,-6.309675481,-11.8008799,-8.713740935,33.0697547,15.09472863,-59.20826057,38.63137515,,0
3.69,-7.053871979,-22.05719565,-33.50398474,-27.29441381,-26.44278523,-28.33315929,9.850180276,-43.46351379,50.37254287,135.4026136,-7.481629371,-15.86282115,-8.385205724,-6.429340949,-12.55697518,-8.551589305,32.93124318,16.37104397,-61.55660262,37.53186072,,0
