Freq [GHz],S12 Mag,S13 Mag,S14 Mag,S23 Mag,S24 Mag,S34 Mag,S12 Phase,S13 Phase,S14 Phase,S23 Phase,S24 Phase,S34 Phase,S11 Mag,S22 Mag,S33 Mag,S44 Mag,S11 Phase,S22 Phase,S33 Phase,S44 Phase,,Size
3.3014,-24.29525733,-22.5417014,-35.80735537,-33.79815698,-24.90637282,-25.32502569,29.09105425,-18.80599396,-143.1905048,-100.4961923,97.60511741,-132.4443195,-9.788600733,-8.504202594,-8.837128246,-8.644962603,39.56028327,10.19506717,10.17953625,32.70890598,,20
3.3072,-24.26848072,-22.33385482,-35.43250262,-33.02949603,-24.50942945,-25.27097045,28.76615089,-21.33794656,-142.8967269,-102.8150594,96.57523122,-134.2777563,-10.00589046,-8.342211918,-8.234781657,-8.464315103,39.62972292,9.669739352,10.402539,31.94294504,,20
3.313,-24.37912216,-22.27869579,-35.21855592,-32.37678648,-24.0174557,-25.26685053,28.49029607,-23.08611241,-143.2023229,-105.3407107,94.0521911,-135.2095583,-10.07755375,-8.388528888,-7.777137338,-8.415124926,38.81293362,9.121245941,11.07722003,31.51763581,,20
3.3188,-24.27576341,-22.21207985,-34.97633499,-31.80067546,-23.72505745,-25.28482144,28.27428855,-24.55583866,-145.3136376,-110.08105,89.75637243,-135.2637259,-10.16051949,-8.362700554,-7.358631463,-8.395892078,37.78952817,8.756469941,13.08003679,31.87856712,,20
3.3246,-24.31527697,-22.01611562,-35.32581512,-31.79681276,-23.81109151,-25.10419526,25.13544398,-26.63886791,-148.2583937,-115.5157235,85.91047484,-137.2775075,-10.15979412,-8.433584643,-7.054635186,-8.412229685,37.08247941,7.189246806,14.28072085,31.25405148,,20
3.3304,-24.47578703,-21.92226893,-35.88744325,-31.972254,-23.64893324,-25.01196847,23.8930595,-30.56890029,-146.9557178,-119.1592298,83.31622538,-138.6922305,-10.04183684,-8.431211375,-6.778564288,-8.377947135,36.41424771,6.694942108,16.31185042,31.09568353,,20
3.3362,-24.609551,-22.02577887,-35.38871912,-31.69488837,-23.70768989,-24.90606244,23.33126685,-32.83548852,-143.2266525,-120.3211175,78.934929,-140.5727112,-9.990671156,-8.391111258,-6.579688077,-8.317326913,35.13949468,6.111863989,18.4626696,31.04819787,,20
3.342,-24.67261909,-22.03143103,-35.59937433,-31.64801632,-23.91456872,-24.79369076,20.9914624,-35.44223152,-144.9269255,-123.8803581,76.09982189,-141.9277614,-9.831603749,-8.31484265,-6.414251949,-8.224878248,34.94387309,5.299653075,20.46483792,30.3645649,,20
3.3478,-24.98326607,-22.05936714,-35.53807654,-31.7052432,-24.05385213,-24.71443857,19.76928956,-36.6741312,-143.237073,-126.167111,73.93594965,-144.1330838,-9.607340645,-8.20761601,-6.321970828,-8.240077564,33.7128909,5.694216732,23.40129225,31.03670303,,20
3.3536,-25.38857167,-22.045003,-35.33887174,-31.66473115,-24.19974667,-24.86830144,18.70424288,-39.8210239,-143.5811471,-129.6705042,71.60214605,-147.5955815,-9.423635432,-8.051273313,-6.259093956,-8.002795461,34.70752547,4.786713556,25.33788687,30.76362089,,20
3.3594,-25.73521788,-22.06641867,-35.11851812,-32.09728632,-24.29155097,-25.13353965,18.71688341,-42.79851275,-142.5161976,-130.7445823,68.93955146,-149.1259291,-9.143175203,-7.959165455,-6.225914791,-8.049931092,35.19311915,4.857932166,27.60717774,30.44069323,,20
3.3652,-25.91154146,-22.20666198,-34.98048981,-32.24281678,-24.37029177,-25.3318978,19.40801328,-44.87290153,-143.2732199,-130.6719549,66.55801427,-149.667782,-8.900135939,-7.873447582,-6.249555822,-7.933385195,35.32869659,5.406482197,29.47417669,30.74545032,,20
3.371,-26.21778943,-22.44451855,-34.9134782,-32.33234794,-24.61156239,-25.48658393,18.9702964,-47.2561155,-143.0791733,-129.8295569,63.96053688,-150.9119753,-8.734697721,-7.749193822,-6.311000068,-7.863296032,36.66189789,5.732877912,30.76962375,29.86609065,,20
3.3768,-26.48965632,-22.72943806,-34.62557197,-31.98768052,-24.74315887,-25.81960496,20.38893037,-48.00739694,-142.3333673,-128.1200032,61.93999457,-150.5691138,-8.483737342,-7.624311915,-6.371636425,-7.878782498,37.40480102,7.925942336,33.04978267,30.11159235,,20
3.3826,-26.63178501,-22.9086748,-34.63544186,-31.93881354,-25.02705873,-25.94723298,21.62118354,-48.29882225,-145.620258,-129.3102358,58.99807977,-150.8291972,-8.427108014,-7.537831084,-6.370079602,-7.716778531,39.00767637,8.273632327,33.67991173,30.23624785,,20
3.3884,-26.679431,-23.02418196,-34.90329527,-31.8678787,-25.34410367,-26.0506272,21.52058094,-47.20266786,-143.5582553,-127.5828721,57.41196535,-150.6466742,-8.398945328,-7.501932936,-6.494178098,-7.731691275,40.11642517,9.945592083,35.2397146,30.78453586,,20
3.3942,-26.81235946,-22.96453551,-34.90172121,-31.41012194,-25.6563526,-26.12322614,22.77949274,-46.77552747,-139.6206844,-125.2749637,55.3603665,-150.2490695,-8.373158795,-7.541959103,-6.565942625,-7.683008581,40.67177677,12.89850026,36.45960052,30.31186157,,20
3.4,-27.01638937,-22.98100388,-34.20826484,-30.73132302,-26.0383461,-26.09630759,23.23487957,-46.61548252,-139.9353855,-126.2849217,54.63606613,-150.4158148,-8.307893083,-7.556960985,-6.609496632,-7.601363047,41.48716031,13.92599887,36.09850797,30.26330154,,20
3.4058,-27.16090446,-22.85202907,-33.92440138,-30.38212702,-26.15152537,-26.23372181,25.87558648,-45.44442303,-139.7319298,-127.6397997,54.27157177,-151.5016698,-8.286312436,-7.619569709,-6.717588019,-7.591178424,42.43907917,15.1218281,36.06769195,28.75307385,,20
3.4116,-27.06763745,-22.68464415,-33.49014966,-29.93875509,-26.34426383,-26.38870552,27.35057247,-45.37755511,-140.9084257,-129.0679545,53.53269634,-152.1004149,-8.427286212,-7.782223469,-6.817625627,-7.590795286,42.06638595,16.41467385,36.19803642,28.64618875,,20
3.4174,-27.0469096,-22.3704806,-33.33788779,-29.47512289,-26.47251726,-26.55179204,28.2666039,-45.52845753,-141.7761858,-129.8581296,52.41341491,-152.4117462,-8.456046514,-7.966463984,-6.849875105,-7.576840295,41.79998146,17.52637252,35.4820549,28.50626817,,20
3.4232,-26.8563503,-22.22230638,-33.35082094,-29.13217972,-26.59961903,-26.49117018,30.47166861,-46.76462485,-142.1396396,-131.7101631,51.6567251,-151.8382098,-8.497075166,-8.103989692,-6.910214989,-7.517949688,41.08982601,17.69666596,35.06751045,28.03631939,,20
3.429,-26.61601826,-22.04471305,-33.32697063,-28.69801618,-26.7312911,-26.37861105,30.51741836,-47.85839854,-141.4951113,-132.9091267,50.77922362,-152.9715355,-8.559895904,-8.345015732,-7.001199738,-7.450307822,40.60017258,17.3469519,34.10606025,27.26827798,,20
3.4348,-26.39275614,-21.8072082,-32.81262183,-28.07365086,-26.74206603,-26.25944571,30.96698891,-47.96926168,-140.4616796,-136.0357109,49.94150785,-153.6734901,-8.560233122,-8.505643049,-7.123901494,-7.396418295,38.52908752,16.76463922,33.72430708,26.90625005,,20
3.4406,-26.38179256,-21.61355056,-32.14431624,-27.67812043,-27.0010606,-26.17245652,31.73478342,-50.25473627,-142.9315904,-140.6385566,47.79595993,-155.3055589,-8.532845045,-8.69297753,-7.2031516,-7.35883987,37.08920753,14.53863166,32.62501789,25.97295293,,20
3.4464,-25.92993436,-21.39704776,-31.97350095,-27.49288611,-27.15569977,-26.19787098,31.67317421,-51.22501232,-145.4711051,-144.6824123,48.14859596,-156.3874183,-8.444219846,-8.801936275,-7.259705885,-7.303123333,35.75146463,12.44539552,31.89219115,25.46569636,,20
3.4522,-25.65989386,-21.17261201,-32.02099462,-27.36630356,-27.258806,-26.14689882,30.15331327,-53.63896651,-146.6071621,-148.4884791,47.70701325,-159.3813149,-8.35007551,-8.818909668,-7.282110774,-7.213316141,33.86980588,10.33021323,31.20693317,25.32269768,,20
3.458,-25.54932904,-21.0582365,-31.85107178,-27.37184956,-27.44995981,-26.12447723,28.9289695,-56.72490978,-146.5684489,-152.267747,46.24748088,-161.683892,-8.192778618,-8.782837037,-7.325189832,-7.1824708,33.18070642,7.495472134,30.03643442,25.00861212,,20
3.4638,-25.60231578,-21.01888412,-31.31838246,-27.33676117,-27.6923135,-26.1500439,27.87964148,-60.44893426,-147.0869437,-155.1231699,46.02251862,-163.0733178,-8.028714247,-8.585351333,-7.387818785,-7.108046744,31.7879534,5.492327339,29.60077693,25.25550233,,20
3.4696,-25.41034373,-21.08128404,-30.81392876,-27.2297994,-27.86605377,-26.25978734,26.8702453,-62.91148506,-149.3130618,-158.8250381,46.9875535,-165.5214877,-7.835714239,-8.177652526,-7.164432571,-7.022930032,32.11272111,2.864865689,29.19810982,24.6609889,,20
3.4754,-25.42901906,-20.93561063,-30.67939584,-27.42930776,-27.79361153,-26.27512233,26.35870951,-66.73801541,-151.960867,-161.5857778,48.22704545,-166.4802985,-7.629940994,-7.806792487,-7.156531647,-6.946921231,31.99748929,0.8642248,27.84927896,24.59905182,,20
3.4812,-25.39568502,-21.03480909,-30.26305255,-27.58841927,-27.72371336,-26.32250563,24.30122044,-69.84180565,-152.9389443,-163.3664322,47.70842782,-167.0655212,-7.454381993,-7.355433413,-7.04415952,-6.923009488,32.36509532,-0.361706175,26.80518373,24.17747868,,20
3.487,-25.50623175,-21.1323128,-29.99509551,-27.53489344,-27.70318635,-26.38503604,23.31451051,-72.46457495,-158.5643181,-167.2373784,46.05920094,-168.1528068,-7.286564005,-6.928822648,-6.928683273,-6.814243203,33.11188138,-0.978768789,25.78629445,24.31078096,,20
3.4928,-25.68364633,-21.33534729,-29.77350717,-27.56848789,-27.56720626,-26.35650018,22.53476601,-76.13284747,-160.2096589,-167.8486476,47.18609753,-168.8161692,-7.059146364,-6.488611605,-6.791585752,-6.805837216,33.67869384,-0.294070313,25.42233276,24.16433643,,20
3.4986,-25.87015302,-21.39924401,-29.7029155,-27.62133884,-27.45396715,-26.51584311,23.26471582,-78.71915535,-163.2230342,-169.7259265,46.47545094,-170.1153988,-7.031462358,-6.058351332,-6.59788433,-6.777541927,34.33990389,0.456851356,24.5515857,23.23685324,,20
3.5044,-25.84585063,-21.54261442,-29.63624398,-27.65214304,-27.32991444,-26.67918247,22.53112858,-81.87705908,-164.7819684,-170.5541723,45.0982041,-170.5679427,-7.042133375,-5.747234197,-6.477845695,-6.778324287,34.02244506,1.732888439,24.21437348,23.03154967,,20
3.5102,-26.04991421,-21.88279342,-29.47181353,-27.5256121,-27.32398501,-26.75961903,22.83163932,-83.49715587,-166.8183676,-171.860486,43.99661756,-171.1886765,-7.051967014,-5.454663242,-6.300852587,-6.776897405,36.08559435,3.454118269,24.03228124,22.14060885,,20
3.516,-26.0988705,-22.08897602,-29.50081409,-27.52509349,-27.37931352,-27.10878995,24.19428316,-84.0463244,-168.9421233,-173.7267226,43.00138988,-171.4210242,-6.974816774,-5.299342922,-6.233306925,-6.817583296,36.65401446,5.330081754,25.23085326,22.08113835,,20
3.5218,-26.02837717,-22.18617477,-29.37798408,-27.58817229,-27.36036757,-27.53348101,25.72192289,-84.74178857,-169.370833,-173.8539916,42.74833126,-170.0093415,-7.199791235,-5.134570738,-6.054186807,-6.817387752,36.40367027,7.37504954,25.20135954,21.59029324,,20
3.5276,-25.79264255,-22.37464293,-29.16225146,-27.27993436,-27.21423038,-27.85554102,28.02922608,-85.29399614,-171.0189341,-174.7218458,42.22778075,-167.9597738,-7.419402426,-5.145954694,-6.063906657,-6.846152663,35.71876603,9.790794838,26.65353758,20.95125645,,20
3.5334,-25.42106326,-22.37240067,-28.89787402,-27.14992665,-27.0614655,-27.9267462,28.10742245,-85.03921909,-173.0894722,-176.9693241,41.32589565,-165.7775025,-7.629520022,-5.162848024,-5.989097123,-6.800705171,34.93999975,11.56510668,27.84612354,20.40745164,,20
3.5392,-25.13230018,-22.45256657,-28.854654,-27.03378597,-26.85451483,-28.07544632,27.29064469,-84.59634782,-175.147487,-178.4120418,39.82485726,-163.8779368,-7.695226428,-5.288398002,-5.973670168,-6.785238619,35.02540506,13.77608746,29.09662459,19.91081177,,20
3.545,-24.68967874,-22.49218655,-28.75440482,-26.93380029,-26.73394806,-28.14522029,27.07568624,-84.84401528,-175.6380736,179.5253025,37.87245676,-162.2952595,-7.716441247,-5.461421056,-6.059851727,-6.770922344,33.91904033,14.74572975,30.06535472,19.16199888,,20
3.5508,-24.42713659,-22.57681759,-28.54569647,-26.72979236,-26.68571058,-28.10131945,25.08983086,-83.9335301,-179.0370925,177.5529919,36.12900574,-160.8875317,-7.836865229,-5.733856254,-6.222718932,-6.808859069,32.92090114,15.79008769,30.56032697,18.40140731,,20
3.5566,-24.14699266,-22.44950197,-28.54321963,-26.59603866,-26.44477936,-28.21631258,22.53647972,-83.72397437,178.7667856,174.1422947,34.04209918,-159.2312508,-7.785968205,-6.066595422,-6.429245316,-6.800689073,31.7118537,15.65844955,31.22127118,17.97623172,,20
3.5624,-24.07710726,-22.40783064,-28.58957143,-26.60764352,-26.45188297,-28.04488649,20.9678461,-83.26928228,177.0329469,171.7042209,31.53300493,-159.3277518,-7.712010685,-6.46018408,-6.688073142,-6.715503787,30.11646189,15.01635916,31.40098543,17.80131587,,20
3.5682,-24.05266558,-22.2307845,-28.44824112,-26.45445834,-26.45848161,-27.86433839,18.90248296,-83.63161946,175.4339914,169.37492,28.92869479,-159.2841964,-7.667966273,-6.821834205,-6.963657857,-6.65543142,28.51575643,13.74140592,31.89424067,17.5393739,,20
3.574,-24.02774109,-22.07947962,-28.28670768,-26.37809563,-26.58534701,-27.77973844,16.35888012,-84.58137707,173.8721904,165.9366555,25.56224375,-160.7217014,-7.580846351,-7.202144582,-7.294722608,-6.601455327,27.15901464,10.41076802,30.97463376,17.25909967,,20
3.5798,-24.14891719,-21.98773142,-28.22346228,-26.45350326,-26.94299261,-27.66635292,14.40933965,-86.23615677,171.1807743,162.5612164,24.09146958,-162.1671296,-7.448455064,-7.571884681,-7.644063093,-6.51016393,25.96355702,7.208284536,30.23494259,17.84188307,,20
3.5856,-24.32070803,-22.00220098,-28.34954148,-26.66453202,-27.09085523,-27.50764732,13.29140217,-88.24313518,169.1514553,160.0120251,23.1757627,-163.7130574,-7.300863086,-7.726485988,-7.836879053,-6.335651674,26.66791651,2.21342122,27.91282511,17.92743073,,20
3.5914,-24.3161026,-21.82781293,-28.3591452,-26.77172584,-27.365802,-27.26910828,12.59253034,-91.57907343,167.4404533,157.6008553,22.28077395,-167.498658,-7.135932357,-7.762549269,-8.060856093,-6.306634464,26.45189264,-2.588278398,25.75789127,17.27371601,,20
3.5972,-24.39532382,-21.88061527,-28.33274537,-26.93134451,-27.30391115,-27.10271295,12.29120544,-94.31375712,166.3704543,157.0194842,22.99183371,-167.5568364,-7.005118323,-7.713441092,-8.321931686,-6.297160707,26.91713839,-7.837212745,21.26605278,17.75744592,,20
3.603,-24.31746744,-21.98486264,-28.32501438,-26.96983593,-27.31161852,-26.79653839,11.92453686,-97.45249539,164.4655366,154.4654177,20.996011,-170.9867832,-6.910544503,-7.491493268,-8.247743313,-6.173028961,27.92974478,-12.14171426,17.46851061,16.82172187,,20
3.6088,-24.31940502,-22.00968532,-28.30664241,-27.03770501,-27.37272964,-26.43839781,10.48932721,-101.4460079,163.1063712,152.2163307,21.51122777,-173.7837436,-6.712391548,-7.116526145,-8.160131549,-6.208723702,28.63590237,-15.6852943,13.24001049,17.46813841,,20
3.6146,-24.32665546,-22.19528664,-28.32696927,-27.20929289,-27.33228081,-26.19162554,8.097702923,-104.9009351,160.6573046,150.727262,20.57135644,-178.0139209,-6.713615599,-6.795387149,-7.88171513,-6.168452866,30.62598654,-17.55640381,9.276773127,17.76612589,,20
3.6204,-24.58707217,-22.43524173,-28.48348236,-27.39399075,-27.37186048,-26.15361882,7.081922319,-109.0992598,158.9346071,149.0408053,19.86081339,178.6129957,-6.708745261,-6.339872677,-7.586230218,-6.116197533,30.83093953,-19.23254787,5.460179775,17.10357179,,20
3.6262,-24.68719459,-22.6725528,-28.59694776,-27.51762332,-27.2666691,-26.06879296,6.497488872,-112.1355451,158.1534064,148.2043455,20.90479303,176.590356,-6.741410016,-5.917298655,-7.247521792,-6.136304268,32.04121591,-20.08032201,2.875174323,16.595989,,20
3.632,-24.83591416,-22.93518225,-28.64259866,-27.5310444,-27.07593914,-26.1430915,5.795019332,-114.9090217,157.713959,147.6554269,18.75301478,174.2418485,-6.757438485,-5.688634799,-6.924516239,-6.236390859,32.48123353,-19.56657804,1.2159637,16.72684381,,20
3.6378,-24.85934488,-23.37737098,-28.50256279,-27.59150506,-26.94456343,-26.17652887,5.838517441,-117.6734651,157.6157111,147.0465534,19.25497316,172.9631056,-6.850580107,-5.380093765,-6.491482695,-6.20188584,32.87090896,-17.87164864,0.682799154,15.89771403,,20
3.6436,-25.0931154,-23.75265896,-28.39730546,-27.54283191,-26.80451931,-26.20361016,4.317839856,-118.6249153,155.7478092,146.3750874,17.45402876,173.2701229,-6.971304461,-5.216969487,-6.236377173,-6.329914944,33.1590618,-16.42907199,1.147596009,16.13049417,,20
3.6494,-25.26038853,-24.02909572,-28.40963184,-27.43687535,-26.64808913,-26.21910519,6.154096961,-117.6567392,154.41605,144.2955199,15.73527662,172.4533804,-7.09091018,-5.027059203,-5.897659586,-6.283826644,32.34944565,-14.58570419,1.609738466,14.68593734,,20
3.6552,-25.28867274,-24.10650228,-28.34511274,-27.35283267,-26.49368376,-26.35645787,7.727868474,-118.0815153,154.1835979,143.77442,14.80492446,172.1713893,-7.226528427,-4.970305032,-5.726735844,-6.313345926,31.76618227,-11.85015219,3.188623851,14.12186007,,20
3.661,-25.10287443,-24.38043263,-28.26366087,-27.27830119,-26.3259246,-26.54505992,8.72911163,-117.0534839,151.9027365,140.9647734,13.23456294,172.6213977,-7.351204414,-4.994101318,-5.569527108,-6.324706613,30.91342814,-10.00167618,4.216343058,12.75680249,,20
3.6668,-24.88223232,-24.32487516,-28.15003611,-27.31204968,-26.03327036,-26.70198157,9.773318117,-115.1517537,150.3709502,138.6167939,11.79379106,173.45551,-7.521073222,-5.01170708,-5.486372887,-6.295117436,30.16426629,-6.91573778,6.992801043,12.14719258,,20
3.6726,-24.44013167,-24.32140975,-28.19160931,-27.4238427,-25.85520975,-26.98383233,8.326442047,-114.722423,148.007857,136.2636249,8.635596826,174.4703491,-7.518226848,-5.067568112,-5.410800531,-6.282870089,29.32758088,-4.562202071,8.809467324,11.09641465,,20
3.6784,-24.21924689,-24.33630668,-28.22551116,-27.63693632,-25.71791046,-27.14672708,6.438756969,-112.3652963,147.3463564,134.3121889,5.534890906,177.0445519,-7.435643893,-5.184131605,-5.433373463,-6.216776227,27.89277993,-2.224476209,11.31196887,11.01193981,,20
3.6842,-23.9850888,-24.19118845,-28.19533193,-27.71500988,-25.66712044,-27.27755115,4.488102471,-110.4957136,146.2818936,132.9570918,3.070915934,179.2147717,-7.327446751,-5.362829964,-5.541232689,-6.168141359,26.29218106,-0.953286478,13.28976499,10.62043267,,20
3.69,-24.02343729,-24.04955125,-28.01912224,-27.56347717,-25.63756863,-27.09824463,1.842221348,-110.0213566,144.8931537,131.9227035,-1.050100415,-179.8926523,-7.182083262,-5.499663628,-5.644987251,-6.117922974,25.59018621,0.34304556,14.81075853,10.22812901,,20
3.6958,-24.03446964,-23.99424825,-27.86036373,-27.57828674,-25.65506429,-26.99384944,0.179820673,-107.5632169,143.3536024,129.7489055,-3.182461823,-178.817694,-6.976444689,-5.722414463,-5.889380668,-6.018600049,24.7513003,1.084525494,16.22612683,10.96263638,,20
3.7016,-24.11602164,-23.74227193,-27.87234394,-27.86174676,-25.87340371,-27.06887913,-2.439641799,-106.4037917,140.9776123,127.2334432,-6.869545513,-179.8442371,-6.801001709,-5.903952963,-6.058284363,-5.879425592,24.7014177,1.583925807,17.07458917,11.36416249,,20
3.7074,-24.50600413,-23.43932932,-27.87360676,-27.97617249,-26.03927699,-27.04939721,-4.670843113,-106.2666239,139.4485261,125.4170545,-9.945710598,179.3177914,-6.634809897,-6.08415155,-6.33611441,-5.907213875,24.11544547,-0.066715591,16.3433597,10.6497625,,20
3.7132,-24.71088355,-23.3385073,-27.86748789,-28.1520582,-26.13955808,-27.12600226,-4.922263584,-106.318702,138.2733236,125.3050522,-11.61819187,178.5502254,-6.385811579,-6.204653558,-6.733180567,-5.887431597,25.08313035,-2.02828459,14.54659914,10.85934915,,20
3.719,-24.9298524,-23.24243937,-27.93813203,-28.19816068,-26.31557084,-27.2127035,-3.833606602,-106.4119346,136.1442879,123.8491836,-12.70835953,176.9217533,-6.26803725,-6.216442009,-6.967954932,-5.866230342,25.73059653,-4.0560395,12.63758845,10.62766729,,20
3.7248,-24.86496884,-23.10633125,-27.93375633,-28.49335418,-26.4605059,-27.17693573,-3.289975058,-108.2901119,134.9820897,122.2417326,-13.80523809,175.0036162,-6.130505276,-6.247944395,-7.246774145,-5.861392515,25.48445849,-6.536774628,10.31013287,10.68205918,,20
3.7306,-24.81965051,-22.93342195,-28.01930946,-28.70106589,-26.60686589,-26.89106443,-2.913647597,-108.8460628,135.0566738,122.3790499,-16.32629906,173.0158831,-6.073525073,-6.224660609,-7.353526827,-5.982312195,26.80443105,-8.342652795,7.794986444,11.68055533,,20
3.7364,-24.57427236,-22.82448187,-28.06630851,-28.94214029,-26.72545569,-26.79336365,-3.703940058,-110.7259766,134.0130591,122.0644185,-18.42497795,170.6290036,-6.106488696,-5.962656897,-7.265538075,-6.003395661,27.40910464,-10.86055425,4.083446777,11.00891258,,20
3.7422,-24.51980734,-22.86034036,-28.04441132,-28.98023793,-26.99820584,-26.40640775,-3.947248418,-113.5706835,134.0520626,123.8936149,-20.78518604,167.252973,-6.044818663,-5.688789523,-7.092682108,-5.985329999,29.10193096,-12.80167265,0.725496918,11.13179346,,20
3.748,-24.4865976,-22.86152143,-27.86088625,-28.69398965,-27.16980515,-26.29077131,-5.124246276,-115.8767607,133.979307,124.6937156,-21.82694962,163.000861,-6.086504271,-5.539401924,-6.933124067,-6.091813,29.33121525,-13.94709471,-2.391392382,10.18143543,,20
3.7538,-24.44403387,-22.89038514,-27.62935486,-28.60462423,-27.45066687,-26.14058218,-5.879566202,-119.4862217,131.0802213,121.9747598,-24.23823586,159.6084737,-6.085065926,-5.224054261,-6.552590898,-6.205495489,29.69115742,-14.44819767,-4.73023571,10.95098178,,20
3.7596,-24.37895841,-22.97878651,-27.81964288,-28.71735207,-27.65159719,-26.07276429,-6.982992772,-121.6631308,129.5697032,120.2393933,-24.38010211,155.5649723,-6.203106111,-4.976745352,-6.330975622,-6.275764677,30.22951605,-15.38168285,-6.421255244,9.520072617,,20
3.7654,-24.29840917,-23.07595511,-27.70151615,-28.77880173,-27.76813494,-26.11232774,-8.001544257,-124.6481927,130.0172899,121.306301,-27.0609877,151.9827279,-6.340752707,-4.758628119,-5.938256344,-6.359942082,29.80191396,-14.35116453,-6.937068486,9.130388315,,20
3.7712,-24.26953574,-23.28459862,-27.51140457,-28.57794603,-27.97478381,-26.16158441,-9.621282955,-127.590388,130.0439133,122.3243336,-26.48044326,150.8451822,-6.464100195,-4.513676726,-5.585687905,-6.328778878,29.32789005,-13.16624289,-6.758877259,8.20024456,,20
3.777,-24.3164074,-23.48649524,-27.29605893,-28.35452823,-27.9821792,-26.06629496,-10.73462161,-128.9516261,129.4528348,121.3600888,-27.34032328,149.1041569,-6.518520051,-4.367866733,-5.389138093,-6.35235589,28.32666529,-11.95588175,-5.945058094,6.794769453,,20
3.7828,-24.31881798,-23.5826338,-27.03074713,-28.15742384,-27.90599387,-26.18445744,-10.23851297,-130.3893667,128.7664288,120.2721697,-27.71503042,146.2322964,-6.604209393,-4.165356371,-5.143991149,-6.242127486,26.29144073,-9.800469973,-4.284061668,6.414695127,,20
3.7886,-24.22143456,-23.73952877,-26.90220437,-28.08067381,-27.8495393,-26.36528749,-11.62232645,-132.1779119,127.2925674,119.5081549,-29.81094191,146.348503,-6.567433207,-4.085594431,-4.945220627,-6.214219803,24.98220028,-6.950268535,-1.886160832,5.793280263,,20
3.7944,-24.16431436,-23.79787918,-26.74564275,-27.88496322,-28.03408149,-26.50805041,-12.25870495,-131.2295827,125.6799642,117.2880672,-32.1643683,147.7250969,-6.610094165,-3.99255251,-4.8598842,-6.152521232,23.47574335,-5.069847775,0.341645074,5.07255947,,20
3.8002,-24.01971089,-23.81145389,-26.48530123,-27.85898804,-28.15818001,-26.65990696,-12.70678261,-130.9763908,124.4305596,116.8907777,-34.24578049,148.5378421,-6.501652587,-4.061984779,-4.80133675,-6.043782043,21.95924054,-2.979539608,3.364965856,5.496228773,,20
3.806,-23.83646154,-23.7549481,-26.24737054,-27.63158621,-28.43220039,-26.63512455,-14.9140444,-131.1461726,121.9279047,114.6359121,-35.41320468,150.2124037,-6.379078242,-4.130191788,-4.851664771,-5.872488376,20.98512235,-1.065537565,5.368358329,4.980282929,,20
3.8118,-23.79059956,-23.59163339,-26.04952131,-27.59554964,-28.59899104,-26.70428688,-17.19514164,-130.2339515,119.7625629,113.2582186,-35.92006678,152.696636,-6.219593419,-4.28210155,-4.827948303,-5.775173083,19.79260304,2.49660121,9.059270779,6.606739896,,20
3.8176,-23.79110898,-23.4832222,-25.98600865,-27.593818,-28.7573601,-26.64381216,-19.84052374,-128.9391898,118.4015944,110.6667682,-36.68404449,152.4829153,-6.045354949,-4.365969386,-4.97602415,-5.659142037,19.93046563,3.223505177,11.05873609,6.787814133,,20
3.8234,-23.97252675,-23.15016859,-25.89759284,-27.67179193,-28.86186826,-26.43749928,-22.20596293,-128.6526499,114.7065508,108.2458746,-38.87770881,153.067344,-5.910877233,-4.599244332,-5.242706705,-5.564023728,19.57021856,4.160862425,11.8674931,7.299197959,,20
3.8292,-24.07969379,-22.77739487,-25.83846376,-27.7126009,-29.04609836,-26.37015205,-23.45946359,-130.1603336,112.4808227,107.0859448,-39.36112471,151.2613105,-5.72348871,-4.813381353,-5.525295611,-5.549062827,19.74269544,3.927185779,12.27820369,6.889168772,,20
3.835,-24.32700064,-22.41409824,-25.82744423,-27.86628952,-29.34283339,-26.29181883,-25.22254457,-130.2888692,110.6906349,106.2541903,-39.4602775,153.5018852,-5.636053076,-5.154549382,-5.744525248,-5.526576481,20.1646682,3.798492734,13.03047721,8.427235169,,20
3.8408,-24.65827141,-22.19436848,-25.75062756,-27.82925293,-29.16243457,-25.90767208,-26.42877733,-130.5782886,108.9950049,106.534011,-39.0116408,151.1537768,-5.428976601,-5.460587851,-6.189594321,-5.555636316,20.98135652,3.313525944,12.40956712,8.488769019,,20
3.8466,-24.89611009,-21.85916033,-25.77739622,-27.80857306,-29.30970228,-25.91908805,-26.28461958,-132.7567161,107.1952981,104.769251,-40.63034916,152.015965,-5.472634309,-5.752241605,-6.457979811,-5.656193836,21.67280089,1.048480194,9.9283371,8.824629873,,20
3.8524,-24.89324598,-21.59041507,-25.71730033,-27.80840868,-29.54466517,-25.66603045,-26.05900235,-135.016064,105.0365497,103.7045035,-41.98950643,149.4865114,-5.465961718,-5.965455844,-6.781275911,-5.596389954,22.45565169,-1.730667752,8.280359397,8.785545885,,20
3.8582,-24.92820339,-21.42993751,-25.80266158,-27.80823888,-29.79080443,-25.78178835,-24.9705185,-136.5918203,103.5763596,103.2341949,-40.76005954,147.8595666,-5.353280112,-6.123679768,-7.008831352,-5.722043398,24.07627941,-3.810643801,5.714228135,8.404271435,,20
3.864,-24.88791492,-21.35629562,-25.85098681,-27.80177203,-29.78781852,-25.56222188,-27.48054705,-139.2315747,102.6098649,101.5346669,-41.44574175,144.8283718,-5.572268141,-6.198125201,-7.029587112,-5.875049052,23.70563422,-8.05467411,3.060798888,8.034560435,,20
